Canada,186
BD,4
BA,2
Montenegro,1
BO,1
JP,2
Cambodia,1
Ethiopia,4
BR,5
BS,1
Argentina,49
Bolivia,1
Cameroon,2
Ghana,1
LV,3
RS,17
Japan,334
KY,3
Slovenia,8
Guatemala,1
Jordan,2
Spain,187
GW,1
Netherlands,104
GR,1
Jamaica,4
Oman,2
Tanzania,1
GE,3
GD,5
Gabon,1
GB,1
GA,7
Yemen,2
Jersey,65
GH,2
Pakistan,5
India,202
Kenya,5
Macao,1
Turkey,70
Bangladesh,3
Eritrea,1
MT,6
France,226
Slovakia,2
Peru,4
Norway,16
Benin,1
PR,21
PS,1
Singapore,21
DE,2
Togo,2
PA,53
China,220
PG,1
PK,1
PL,1
Ukraine,2
Indonesia,1
Libya,1
EE,1
Finland,34
Sweden,106
Belarus,1
VN,1
Mali,2
Taiwan,45
ES,1
Bulgaria,6
MD,77
MG,17
MA,95
Portugal,22
UZ,1
ML,1
MO,11
MN,16
MH,1
US,18
Malaysia,23
Austria,21
MQ,1
MP,2
UK,284
MR,1
Hungary,32
Niger,1
UA,1
IL,33
Brazil,181
FR,6
Kuwait,12
Panama,2
Qatar,1
Ireland,17
Nigeria,19
UMI,1
Ecuador,1
NI,1
Australia,104
Iran,45
Algeria,1
VU,3
NC,30
NE,3
Chile,24
Belgium,160
Thailand,48
Haiti,1
Iraq,1
Philippines,5
CH,2
Brasil,33
CM,2
CC,2
Denmark,38
CA,100
Romania,7
Morocco,2
CX,1
Croatia,3
Switzerland,89
CV,2
GT,1
KG,2
MC,15
Uruguay,2
SS,1
Lebanon,5
ST,1
SK,2
Tunisia,6
KW,1
SN,1
Colombia,5
SC,4
SB,1
SA,16
SE,5
Madagascar,1
Italy,193
USA,1273
Sudan,16
Nepal,3
Georgia,21
Venezuela,36
Israel,43
LA,10
LK,1
TN,21
Zimbabwe,3
Germany,209
TH,1
Gambia,1
TF,1
Senegal,1
TD,4
Poland,42
VA,14
AE,1
MS,11
AG,14
VI,2
IR,1
AM,6
AL,6
AO,1
AR,6
IM,1
AT,1
IN,19
AZ,11
Mexico,53
Egypt,41
Cuba,3
Serbia,10
Uganda,2
Congo,4
Barbados,1
Greece,31
Paraguay,1
