Canada,301
BA,3
BO,2
Lithuania,4
BV,1
Argentina,47
Ghana,3
RS,6
Japan,297
KY,2
Slovenia,11
Germany,356
Spain,117
Netherlands,126
GS,1
GR,1
Jamaica,3
Oman,2
GE,2
GD,2
Gabon,1
GB,8
GA,6
GN,1
GM,1
Jersey,13
GH,2
Pakistan,5
Albania,1
India,57
Turkey,90
Lebanon,8
France,299
Slovakia,4
Norway,6
Benin,1
PR,18
Singapore,18
PA,86
China,169
PE,1
PL,2
Finland,25
SM,2
EE,1
Indonesia,4
ZA,2
Sweden,41
VN,1
Taiwan,75
Bulgaria,6
MD,41
MG,6
MA,57
MC,6
ML,1
MO,13
MN,29
US,4
MU,2
Malaysia,5
Austria,52
UK,208
Hungary,26
UA,1
Brazil,81
Panama,1
Ireland,7
Nigeria,2
FM,1
Australia,136
Iran,21
NC,39
NE,10
Chile,11
Belgium,93
Thailand,10
Philippines,1
Georgia,10
CO,12
Brasil,14
CM,1
CC,1
Denmark,58
Poland,71
Romania,10
Morocco,2
Croatia,6
Switzerland,109
CR,1
HU,1
CV,1
BH,1
KG,3
Portugal,29
SR,1
KH,1
ALB,1
Tunisia,3
Colombia,5
SC,7
SA,5
SE,2
SD,1
Qatar,3
Italy,330
DK,1
USA,1379
DE,3
CH,1
DZ,1
Venezuela,14
ERI,1
Israel,97
LA,4
TV,1
Iceland,1
TR,1
TN,10
LT,1
Jordan,4
CA,89
VA,58
EST,1
AE,1
MS,3
AG,2
VI,2
IR,1
AM,14
AL,7
AO,5
AR,4
IL,51
IN,13
AZ,21
Mexico,16
Egypt,17
Cuba,1
Serbia,7
Congo,1
Greece,105
