BD,1
Canada,66
BA,1
Lithuania,4
BT,1
Ethiopia,13
Palestine,1
Argentina,14
Bolivia,1
Ghana,4
RS,8
KY,4
Slovenia,2
Germany,75
Spain,61
Netherlands,64
GS,1
GR,1
GP,1
Oman,3
Tanzania,6
GE,2
GB,1
GA,8
Yemen,2
Jersey,2
Pakistan,3
India,74
Kenya,4
Turkey,39
Bangladesh,8
France,37
Slovakia,2
Peru,3
Norway,12
ETH,1
Benin,5
PR,8
Cuba,3
PA,5
China,50
PE,1
PL,1
Bahrain,3
Libya,1
Finland,17
Sweden,44
CA,16
Taiwan,11
Bulgaria,1
ME,1
MD,12
Romania,1
MA,13
MC,4
MO,3
MN,8
US,10
MU,1
Malaysia,7
Austria,8
MP,1
Uganda,2
Japan,13
Niger,1
VU,2
Brazil,37
Kuwait,1
Ireland,18
Nigeria,34
MS,1
Australia,19
Iran,58
NC,9
NE,3
Chile,15
Belgium,21
Thailand,9
Iraq,1
Georgia,5
CO,3
Brasil,7
Denmark,21
Philippines,2
Croatia,8
Jamaica,1
Switzerland,19
Grenada,1
Portugal,19
Estonia,1
Uruguay,1
Lebanon,2
SK,1
Tunisia,7
SN,1
Colombia,2
SC,3
SA,2
Nicaragua,1
Barbados,1
Italy,34
USA,265
Sudan,5
Nepal,15
GT,1
Venezuela,1
Israel,41
Iceland,3
Senegal,1
TN,2
Zimbabwe,2
Jordan,3
Gambia,1
Poland,16
VA,16
UK,81
VI,1
IR,6
AM,4
AL,1
Macedonia,1
AS,2
AR,3
IL,8
Hungary,9
AZ,3
Mexico,23
Egypt,9
Singapore,6
Serbia,1
Congo,3
Greece,19
Botswana,1
